path,true,pred,correct,confidence,all_scores
C:\Users\yuka\OneDrive - 長崎総合科学大学\卒業研究\resnet_parts_classifier\data\val\magnet_clip_small\S__16556072_0.jpg,magnet_clip_small,magnet_clip_small,True,0.994,"{""clip"": 0.0007, ""hook_ring"": 0.0012, ""magnet_clip_big"": 0.0037, ""magnet_clip_small"": 0.9938, ""ring"": 0.0006}"
C:\Users\yuka\OneDrive - 長崎総合科学大学\卒業研究\resnet_parts_classifier\data\val\magnet_clip_small\S__16556074_0.jpg,magnet_clip_small,magnet_clip_small,True,0.998,"{""clip"": 0.0003, ""hook_ring"": 0.001, ""magnet_clip_big"": 0.0006, ""magnet_clip_small"": 0.9978, ""ring"": 0.0002}"
C:\Users\yuka\OneDrive - 長崎総合科学大学\卒業研究\resnet_parts_classifier\data\val\ring\S__16523308_0.jpg,ring,ring,True,0.994,"{""clip"": 0.0001, ""hook_ring"": 0.0014, ""magnet_clip_big"": 0.0001, ""magnet_clip_small"": 0.0042, ""ring"": 0.9942}"
C:\Users\yuka\OneDrive - 長崎総合科学大学\卒業研究\resnet_parts_classifier\data\val\ring\S__16523311_0.jpg,ring,ring,True,0.992,"{""clip"": 0.0002, ""hook_ring"": 0.0014, ""magnet_clip_big"": 0.0002, ""magnet_clip_small"": 0.0063, ""ring"": 0.9919}"
C:\Users\yuka\OneDrive - 長崎総合科学大学\卒業研究\resnet_parts_classifier\data\val\ring\S__16531484_0.jpg,ring,ring,True,0.994,"{""clip"": 0.0001, ""hook_ring"": 0.0015, ""magnet_clip_big"": 0.0001, ""magnet_clip_small"": 0.0039, ""ring"": 0.9943}"
C:\Users\yuka\OneDrive - 長崎総合科学大学\卒業研究\resnet_parts_classifier\data\val\ring\S__16539689_0.jpg,ring,ring,True,0.994,"{""clip"": 0.0001, ""hook_ring"": 0.0018, ""magnet_clip_big"": 0.0001, ""magnet_clip_small"": 0.0041, ""ring"": 0.9939}"
C:\Users\yuka\OneDrive - 長崎総合科学大学\卒業研究\resnet_parts_classifier\data\val\ring\S__16539690_0.jpg,ring,ring,True,0.991,"{""clip"": 0.0002, ""hook_ring"": 0.002, ""magnet_clip_big"": 0.0002, ""magnet_clip_small"": 0.0069, ""ring"": 0.9907}"
C:\Users\yuka\OneDrive - 長崎総合科学大学\卒業研究\resnet_parts_classifier\data\val\ring\S__16547888_0.jpg,ring,ring,True,0.991,"{""clip"": 0.0002, ""hook_ring"": 0.0019, ""magnet_clip_big"": 0.0002, ""magnet_clip_small"": 0.0067, ""ring"": 0.991}"
C:\Users\yuka\OneDrive - 長崎総合科学大学\卒業研究\resnet_parts_classifier\data\val\ring\S__16547895_0.jpg,ring,ring,True,0.992,"{""clip"": 0.0002, ""hook_ring"": 0.0023, ""magnet_clip_big"": 0.0002, ""magnet_clip_small"": 0.0051, ""ring"": 0.9921}"
C:\Users\yuka\OneDrive - 長崎総合科学大学\卒業研究\resnet_parts_classifier\data\val\ring\S__16547945_0.jpg,ring,ring,True,0.994,"{""clip"": 0.0001, ""hook_ring"": 0.0013, ""magnet_clip_big"": 0.0001, ""magnet_clip_small"": 0.0041, ""ring"": 0.9944}"
C:\Users\yuka\OneDrive - 長崎総合科学大学\卒業研究\resnet_parts_classifier\data\val\ring\S__16547949_0.jpg,ring,ring,True,0.994,"{""clip"": 0.0001, ""hook_ring"": 0.0013, ""magnet_clip_big"": 0.0001, ""magnet_clip_small"": 0.0045, ""ring"": 0.9939}"
C:\Users\yuka\OneDrive - 長崎総合科学大学\卒業研究\resnet_parts_classifier\data\val\ring\S__16556089_0.jpg,ring,ring,True,0.995,"{""clip"": 0.0001, ""hook_ring"": 0.0014, ""magnet_clip_big"": 0.0001, ""magnet_clip_small"": 0.0038, ""ring"": 0.9946}"
